hash	task_id	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	workdir	scratch	error_action	chunks	dataset	hardware_type	node_type	threads
46/f78725	10	3821980.pbs02	similarity_chunk	breast.003.003/0	similarity_chunk (breast.003.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158051969	1634158059751	1634165794022	7742053	7724959		197.2	0.1	486109184.0	11773636608.0	486113280.0	11874349056.0	54584418.0	22885787865.0	5513.0	2915.0	85602950.0	22885773864.0	45456.0	300075.0	/scratch1/btsheal/work/46/f7872548c85c1b14e2073a4781d40f			4	breast.003.003	v100	18b	2
46/f813f4	149	3770593.pbs02	similarity_chunk	breast.003.002/4	similarity_chunk (breast.003.002/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633638896197	1633643209501	1633648399568	9503371	5196409		197.8	0.3	422813696.0	15931346944.0	442781696.0	16032059392.0	36725927.0	5083344952.0	3498.0	1277.0	68104966.0	5083339108.0	28721.0	186830.0	/scratch1/btsheal/work/46/f813f49e915617aa200b0bfd7dd872			12	breast.003.002	p100	16	2
46/fa0a3e	76	3777325.pbs02	similarity_chunk	breast.003.004/7	similarity_chunk (breast.003.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633787345917	1633787365156	1633792537809	5191892	5159661		197.5	0.1	558788608.0	12075659264.0	563724288.0	12075712512.0	72126466.0	15345187740.0	6201.0	1621.0	103144083.0	15345177217.0	29562.0	191680.0	/scratch1/btsheal/work/46/fa0a3e1728a644b335dcf4fdeec40f			8	breast.003.004	v100	18b	2
47/486b53	56	3787246.pbs02	similarity_chunk	breast.004.004/7	similarity_chunk (breast.004.004/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633914478923	1633915082503	1633921084115	6605192	5980090		197.5	0.1	582545408.0	12076449792.0	582545408.0	12143607808.0	95500607.0	18010554021.0	7698.0	1860.0	126525680.0	18010542946.0	28080.0	229802.0	/scratch1/btsheal/work/47/486b53dfbb43e4ef583a2db04a50ff			12	breast.004.004	v100	18b	2
47/6d69bd	34	3752211.pbs02	similarity_chunk	breast.003.003/5	similarity_chunk (breast.003.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633439444431	1633445392439	1633451306193	11861762	5909921		198.7	0.3	484294656.0	16031993856.0	484298752.0	16132706304.0	54200959.0	5716095679.0	4495.0	1061.0	85576332.0	5716082864.0	27319.0	229112.0	/scratch1/btsheal/work/47/6d69bd05b58853629d0684a597fdf8			16	breast.003.003	p100	17	2
47/c94c6e	153	3770614.pbs02	similarity_chunk	breast.003.002/8	similarity_chunk (breast.003.002/8)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633640119369	1633648767709	1633653934328	13814959	5160511		196.7	0.3	422105088.0	15931326464.0	436146176.0	16032038912.0	36726103.0	5058000696.0	3497.0	1271.0	68104966.0	5057987414.0	16010.0	193859.0	/scratch1/btsheal/work/47/c94c6e3f64d11aa226aed28abee31e			12	breast.003.002	p100	16	2
47/f37ff7	32	3678933.pbs02	similarity_chunk	breast.001.002/11	similarity_chunk (breast.001.002/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884298590	1632886214080	1632886660889	2362299	438048		195.6	0.3	411918336.0	15866179584.0	413822976.0	15896559616.0	13300126.0	447148755.0	1817.0	420.0	44677064.0	447139428.0	28548.0	12552.0	/scratch1/btsheal/work/47/f37ff7b313e609e0f2e61572ce5e54			16	breast.001.002	p100	16	2
48/2e0d21	56	3678963.pbs02	similarity_chunk	breast.001.004/3	similarity_chunk (breast.001.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884798638	1632885736742	1632886691025	1892387	942119		197.1	0.3	465985536.0	16117932032.0	482209792.0	16185090048.0	24986075.0	884003077.0	2526.0	433.0	56363072.0	883993693.0	28266.0	29618.0	/scratch1/btsheal/work/48/2e0d21eab786535c473c7ec51595e8			16	breast.001.004	p100	16	2
48/2ea64f	81	3724350.pbs02	similarity_chunk	breast.002.003/4	similarity_chunk (breast.002.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633269873665	1633290498057	1633295769569	25895904	5269855		198.3	0.3	431505408.0	15997865984.0	433971200.0	16031469568.0	36672750.0	5107616944.0	3404.0	989.0	68040057.0	5107604780.0	19711.0	197657.0	/scratch1/btsheal/work/48/2ea64fc16c23b10b7ac95ff4b4936f			8	breast.002.003	p100	16	2
49/133378	94	3814276.pbs02	similarity_chunk	breast.002.002/1	similarity_chunk (breast.002.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036647816	1634036653376	1634037265624	617808	592888		192.1	0.1	466481152.0	11638820864.0	468119552.0	11672424448.0	25391483.0	1709703437.0	3017.0	639.0	56416743.0	1709696112.0	25435.0	24040.0	/scratch1/btsheal/work/49/133378d3f0f86fd05874af6923a882			16	breast.002.002	v100	18b	2
49/3f24ea	16	3686019.pbs02	similarity_chunk	breast.001.004/3	similarity_chunk (breast.001.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932370444	1632933006442	1632933681516	1311072	670600		196.0	0.1	484986880.0	11873202176.0	496553984.0	11940364288.0	25370466.0	1722430623.0	2986.0	448.0	56393786.0	1722424615.0	5141.0	26510.0	/scratch1/btsheal/work/49/3f24eaf29898db12dba27752e84b64			8	breast.001.004	v100	19a	2
49/7542f0	84	3752678.pbs02	similarity_chunk	breast.004.001/7	similarity_chunk (breast.004.001/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633445224670	1633446446147	1633449707729	4483059	3268660		198.7	0.3	389636096.0	15717015552.0	389636096.0	15831289856.0	25130422.0	3356983439.0	2875.0	1554.0	56504537.0	3356969441.0	28875.0	98665.0	/scratch1/btsheal/work/49/7542f0e784dd78d8d80f4733010f2c			16	breast.004.001	p100	16	2
49/9e08c5	3	3679915.pbs02	similarity_chunk	breast.001.003/0	similarity_chunk (breast.001.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632898250639	1632898255229	1632899153103	902464	874182		195.9	0.1	464601088.0	11705393152.0	464605184.0	11772555264.0	19522453.0	2531183419.0	2662.0	639.0	50550781.0	2531183627.0	5854.0	30260.0	/scratch1/btsheal/work/49/9e08c5adc6b452439f75485f0bfaca			4	breast.001.003	v100	18b	2
49/b53514	23	3686034.pbs02	similarity_chunk	breast.001.001/2	similarity_chunk (breast.001.001/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932402662	1632933128955	1632933273328	870666	141808		189.0	0.1	385413120.0	11403231232.0	385413120.0	11537502208.0	7856614.0	425958921.0	1913.0	447.0	38877048.0	425953060.0	26449.0	4739.0	/scratch1/btsheal/work/49/b53514e1fc65ef7de5993682f66748			8	breast.001.001	v100	18b	2
49/bdd264	39	3722583.pbs02	similarity_chunk	breast.004.004/2	similarity_chunk (breast.004.004/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258239416	1633263831494	1633292826831	34587415	28975872		199.1	0.4	553078784.0	16312762368.0	570970112.0	16379920384.0	95123889.0	27419728824.0	7519.0	2677.0	136997098.0	27419711984.0	51358.0	1025537.0	/scratch1/btsheal/work/49/bdd26425a0f4109ed67ce502667cf3			8	breast.004.004	p100	16	2
49/d5543b	91	3752691.pbs02	similarity_chunk	breast.004.001/14	similarity_chunk (breast.004.001/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633445447496	1633457675996	1633460863185	15415689	3185419		199.0	0.3	395636736.0	15699841024.0	395636736.0	15830888448.0	25116242.0	3351239037.0	2860.0	1556.0	56504542.0	3351225153.0	8365.0	99707.0	/scratch1/btsheal/work/49/d5543b0a6d3827fee073da77c2e299			16	breast.004.001	p100	25d	2
49/d78503	100	3814282.pbs02	similarity_chunk	breast.002.002/7	similarity_chunk (breast.002.002/7)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634036676292	1634036743820	1634037318377	642085	569267		194.8	0.1	441118720.0	11638841344.0	443219968.0	11706003456.0	25391440.0	1689281039.0	3022.0	630.0	56415719.0	1689273796.0	5222.0	23378.0	/scratch1/btsheal/work/49/d78503c5ae834246675925488c7672			16	breast.002.002	v100	18b	2
49/dedfca	11	3682732.pbs02	similarity_chunk	breast.001.003/5	similarity_chunk (breast.001.003/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922061016	1632922068858	1632922300151	239135	229024		193.9	0.1	444612608.0	11705409536.0	444653568.0	11739013120.0	19521998.0	652714404.0	2600.0	355.0	50550787.0	652708555.0	3123.0	7187.0	/scratch1/btsheal/work/49/dedfcaab9d386ea915720ff2adafa1			16	breast.001.003	v100	18b	2
49/f1455f	142	3787212.pbs02	similarity_chunk	breast.003.001/9	similarity_chunk (breast.003.001/9)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633913897509	1633914443609	1633915227792	1330283	781871		194.5	0.1	408293376.0	11438063616.0	408293376.0	11572334592.0	19633207.0	2536244134.0	2855.0	1205.0	50651843.0	2536235103.0	29086.0	28995.0	/scratch1/btsheal/work/49/f1455fbef47bf87a4a7da19c0dd958			12	breast.003.001	v100	18b	2
4a/008908	42	3636913.pbs02	similarity_chunk	breast.001.001/5	similarity_chunk (breast.001.001/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632513907216	1632640358469	1632650784464	136877248	10410487		99.7	0.2	140865536.0	1188012032.0	140865536.0	1188065280.0	7303771.0	220035134.0	1251.0	336.0	41057152.0	220023113.0	3600.0	50049.0	/scratch1/btsheal/work/4a/008908b78fd086afeb498f043025a2			16	breast.001.001	cpu	7a	2
4a/12faaa	61	3776384.pbs02	similarity_chunk	breast.004.003/0	similarity_chunk (breast.004.003/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633783794913	1633787405710	1633794214260	10419347	6809918		198.2	0.1	521576448.0	11807895552.0	524615680.0	11908608000.0	72112372.0	20338378719.0	6504.0	2618.0	103131364.0	20338365336.0	28300.0	240708.0	/scratch1/btsheal/work/4a/12faaa98c9d8701a19654517a5fe14			8	breast.004.003	v100	18b	2
4a/fe516d	59	3722609.pbs02	similarity_chunk	breast.002.002/6	similarity_chunk (breast.002.002/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258330229	1633273353961	1633276697706	18367477	3344773		90.4	0.3	417705984.0	15886938112.0	435916800.0	15964336128.0	25013440.0	3331378094.0	2680.0	1003.0	56389089.0	3331366078.0	5634.0	182756.0	/scratch1/btsheal/work/4a/fe516da853b2de480ce3781885b762			8	breast.002.002	p100	16	2
4b/48e42f	18	3686022.pbs02	similarity_chunk	breast.001.004/5	similarity_chunk (breast.001.004/5)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632932379509	1632933288443	1632933926808	1547299	634934		192.7	0.1	478715904.0	11873169408.0	481103872.0	11940331520.0	25369269.0	1758968524.0	2984.0	445.0	56389690.0	1758962684.0	27755.0	21898.0	/scratch1/btsheal/work/4b/48e42f1f3551137f611ffdb424d2b6			8	breast.001.004	v100	18b	2
4b/5ebe47	21	3698737.pbs02	similarity_chunk	breast.002.004/0	similarity_chunk (breast.002.004/0)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633013198035	1633013205980	1633026542289	13344254	13315822		199.1	0.3	479518720.0	16232812544.0	479735808.0	16232865792.0	48366294.0	13613447511.0	4294.0	1559.0	79745587.0	13613433875.0	24063.0	469286.0	/scratch1/btsheal/work/4b/5ebe47c7d26143afec4d52a9b045c6			4	breast.002.004	p100	17	2
4b/b7b78f	99	3769468.pbs02	similarity_chunk	breast.003.004/2	similarity_chunk (breast.003.004/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633620298572	1633623577664	1633634147025	13848453	10554088		198.6	0.3	496660480.0	16300441600.0	504299520.0	16367603712.0	71742487.0	10195316244.0	5627.0	1282.0	103117465.0	10195302734.0	28236.0	389996.0	/scratch1/btsheal/work/4b/b7b78f54cd3fc358fec773e14f4043			12	breast.003.004	p100	16	2
4b/cd428a	108	3753562.pbs02	similarity_chunk	breast.002.002/15	similarity_chunk (breast.002.002/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633450003101	1633462496944	1633464151762	14148661	1643154		198.2	0.3	424124416.0	15883608064.0	445095936.0	15892045824.0	25012814.0	1664065731.0	2596.0	693.0	56389100.0	1664054354.0	16649.0	59819.0	/scratch1/btsheal/work/4b/cd428ac3d98a45a6d8d4e74e4e06fc			16	breast.002.002	p100	16	2
4b/eebde2	59	3822028.pbs02	similarity_chunk	breast.004.002/2	similarity_chunk (breast.004.002/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158243190	1634160370966	1634169298640	11055450	8922930		197.2	0.1	487641088.0	11707203584.0	487645184.0	11807916032.0	48830303.0	27120273678.0	5817.0	4869.0	79843565.0	27120254434.0	45399.0	341512.0	/scratch1/btsheal/work/4b/eebde206505f25f7f5c4a3728871ac			4	breast.004.002	v100	18c	2
4c/14558d	9	3678909.pbs02	similarity_chunk	breast.001.003/4	similarity_chunk (breast.001.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632884193771	1632884209944	1632884811945	618174	601539		87.2	0.3	465408000.0	15950184448.0	465412096.0	15963787264.0	19143082.0	650419676.0	2169.0	426.0	50524163.0	650410405.0	3148.0	32610.0	/scratch1/btsheal/work/4c/14558dbae4bd97c8d7a2479f038b3f			16	breast.001.003	p100	16	2
4c/7d118f	125	3787165.pbs02	similarity_chunk	breast.004.001/4	similarity_chunk (breast.004.001/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633911915325	1633911923095	1633913318630	1403305	1370830		197.2	0.1	415735808.0	11438768128.0	415735808.0	11505930240.0	25510236.0	4495161487.0	3422.0	1860.0	56531161.0	4495150596.0	8865.0	43634.0	/scratch1/btsheal/work/4c/7d118f071ce61fdbbff504f0f64401			12	breast.004.001	v100	18b	2
4d/492788	40	3728999.pbs02	similarity_chunk	breast.004.004/3	similarity_chunk (breast.004.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633292349079	1633297292040	1633325999311	33650232	28707693		199.1	0.4	547921920.0	16312750080.0	556056576.0	16447016960.0	95123917.0	27349158326.0	7517.0	2680.0	126499050.0	27349141291.0	55100.0	1084726.0	/scratch1/btsheal/work/4d/4927880fc3b66c673756d3796eb8f8			8	breast.004.004	p100	16	2
4d/e4d9db	115	3754104.pbs02	similarity_chunk	breast.004.003/6	similarity_chunk (breast.004.003/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633451682232	1633454006067	1633464576208	12893976	10566810		198.9	0.3	465715200.0	16061116416.0	489615360.0	16094720000.0	71730540.0	10234757093.0	5725.0	1556.0	103104746.0	10234742916.0	28733.0	403720.0	/scratch1/btsheal/work/4d/e4d9dbbd08f615816c5d823bf87965			16	breast.004.003	p100	16	2
4d/f62b7b	48	3814220.pbs02	similarity_chunk	breast.002.004/3	similarity_chunk (breast.002.004/3)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034812806	1634034819036	1634036025067	1212261	1198442		195.3	0.1	528822272.0	11940929536.0	530255872.0	12008091648.0	48742978.0	3371556938.0	4451.0	628.0	79767097.0	3371549578.0	18335.0	46911.0	/scratch1/btsheal/work/4d/f62b7b67750a2a366e2cd43a377552			16	breast.002.004	v100	18b	2
4d/f85cc1	12	3651813.pbs02	similarity_chunk	breast.001.002/6	similarity_chunk (breast.001.002/6)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-cpu.img	1	86400000			1	1632722425317	1632722434521	1632760009936	37584619	37562368		99.8	0.1	159121408.0	1209040896.0	179965952.0	1242652672.0	13138289.0	870962872.0	1612.0	432.0	43834303.0	870950856.0	28039.0	13225.0	/scratch1/btsheal/work/4d/f85cc17a8910cb18867fb7d8d4a4b3			8	breast.001.002	cpu	10	2
4e/539540	66	3682873.pbs02	similarity_chunk	breast.001.004/13	similarity_chunk (breast.001.004/13)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1632922316375	1632923044025	1632923362382	1046007	317253		193.1	0.1	500031488.0	11873181696.0	502128640.0	11940343808.0	25364985.0	884640359.0	2957.0	353.0	56389701.0	884634159.0	3313.0	10787.0	/scratch1/btsheal/work/4e/539540a6121995379daf849d6287b3			16	breast.001.004	v100	18b	2
4e/59f358	62	3786465.pbs02	similarity_chunk	breast.003.002/1	similarity_chunk (breast.003.002/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633907541238	1633907727093	1633909469274	1928036	1736895		196.0	0.1	476299264.0	11672965120.0	479477760.0	11740127232.0	37108742.0	5113733830.0	3922.0	1209.0	68127494.0	5113724602.0	26702.0	64809.0	/scratch1/btsheal/work/4e/59f358799c9c468e35f4f56c785f32			12	breast.003.002	v100	18b	2
4e/67b6a6	44	3814216.pbs02	similarity_chunk	breast.003.003/15	similarity_chunk (breast.003.003/15)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034793031	1634034799040	1634036733769	1940738	1931483		196.4	0.1	496345088.0	11773673472.0	497225728.0	11840835584.0	54579556.0	5815607210.0	4920.0	987.0	85602961.0	5815598720.0	24048.0	74362.0	/scratch1/btsheal/work/4e/67b6a6835b621bc7dc24deea4d94b1			16	breast.003.003	v100	18b	2
4e/70220a	54	3822021.pbs02	similarity_chunk	breast.003.001/1	similarity_chunk (breast.003.001/1)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634158219640	1634159301330	1634161681138	3461498	2354623		194.3	0.1	354037760.0	11438043136.0	354037760.0	11572314112.0	19633991.0	7582694265.0	3385.0	2915.0	50651837.0	7582688005.0	23504.0	86060.0	/scratch1/btsheal/work/4e/70220a7b4c73c1635d59346b8a7e7c			4	breast.003.001	v100	18b	2
4e/83c9a2	74	3814247.pbs02	similarity_chunk	breast.004.004/13	similarity_chunk (breast.004.004/13)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634034987162	1634036612902	1634041187321	6200159	4570833		197.5	0.1	588099584.0	12076445696.0	589307904.0	12076498944.0	95499813.0	13700449003.0	7575.0	1486.0	126521589.0	13700439071.0	26273.0	179460.0	/scratch1/btsheal/work/4e/83c9a265f765ceda6b42c2effbe652			16	breast.004.004	v100	18b	2
4e/e8f393	145	3814360.pbs02	similarity_chunk	breast.002.003/4	similarity_chunk (breast.002.003/4)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634039674247	1634039684994	1634040563276	889029	878046		193.4	0.1	482938880.0	11739557888.0	482951168.0	11806720000.0	37050604.0	2530748785.0	3735.0	632.0	68074879.0	2530741502.0	27040.0	35162.0	/scratch1/btsheal/work/4e/e8f39369faa852058594c4b5a5fe5b			16	breast.002.003	v100	18b	2
4e/f3f6cb	123	3754223.pbs02	similarity_chunk	breast.004.003/14	similarity_chunk (breast.004.003/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633452747858	1633456035075	1633466802823	14054965	10770885		199.1	0.3	499376128.0	16066285568.0	512389120.0	16099889152.0	71730871.0	10219299244.0	5731.0	1548.0	103104751.0	10219285121.0	28797.0	386039.0	/scratch1/btsheal/work/4e/f3f6cbda2a89489f40c68a212ffed4			16	breast.004.003	p100	16	2
4f/08749e	187	3814412.pbs02	similarity_chunk	breast.003.001/14	similarity_chunk (breast.003.001/14)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1634040954756	1634040961325	1634041572562	617806	593214		192.8	0.1	404402176.0	11437965312.0	404402176.0	11572236288.0	19628649.0	1910917957.0	2789.0	989.0	50651848.0	1910909714.0	13443.0	22558.0	/scratch1/btsheal/work/4f/08749eed5f1fae5a6bc4a5b9e9cfa8			16	breast.003.001	v100	18b	2
4f/4195fa	63	3722616.pbs02	similarity_chunk	breast.004.003/2	similarity_chunk (breast.004.003/2)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633258351776	1633274380674	1633295459769	37107993	21088241		199.2	0.3	506081280.0	16066215936.0	517144576.0	16166928384.0	71733611.0	20425344727.0	6091.0	2674.0	103104740.0	20425327927.0	56819.0	756999.0	/scratch1/btsheal/work/4f/4195fa6be8093598762017911023fb			8	breast.004.003	p100	16	2
50/0aa4c8	108	3786649.pbs02	similarity_chunk	breast.003.004/11	similarity_chunk (breast.003.004/11)	COMPLETED	0		/scratch1/btsheal/singularity-cache/systemsgenetics-kinc-3.4.2-gpu.img	1	86400000			1	1633909998287	1633910164448	1633913445061	3446774	3291269		197.8	0.1	511201280.0	12008640512.0	512864256.0	12008693760.0	72121231.0	10025083568.0	6052.0	1191.0	103144094.0	10025074416.0	28242.0	119050.0	/scratch1/btsheal/work/50/0aa4c8f6acd91310da5c6f0cdba1af			12	breast.003.004	v100	18b	2
